1,45.22090502126898,19.847090725206478
2,45.222216083927684,19.85043253101189
3,45.22462416109263,19.856041052094188
4,45.22869150543938,19.85837153347122
5,45.22859916335457,19.860033546101544
6,45.231753096176554,19.8526870202429
7,45.23385167135911,19.849698215311456
8,45.23732755839724,19.84541601607867
9,45.239837339664824,19.84378904571674
10,45.24494743671383,19.840961906768964
11,45.247600968515606,19.839530909810772
12,45.247939048718905,19.835799232935685
13,45.24920051843354,19.833073923851817
14,45.24953129798755,19.830304954984765
